date,drawdown
2021-07-14,0.0
2021-07-15,0.0
2021-07-16,0.0
2021-07-17,0.0
2021-07-18,0.0
2021-07-19,0.0
2021-07-20,0.0
2021-07-21,0.0
2021-07-22,0.0
2021-07-23,0.0
2021-07-24,0.0
2021-07-25,0.0
2021-07-26,0.0
2021-07-27,0.0
2021-07-28,0.0
2021-07-29,0.0
2021-07-30,0.0
2021-07-31,0.0
2021-08-01,0.0
2021-08-02,0.0
2021-08-03,0.0
2021-08-04,0.0
2021-08-05,0.0
2021-08-06,0.0
2021-08-07,0.0
2021-08-08,0.0
2021-08-09,0.0
2021-08-10,0.0
2021-08-11,0.0
2021-08-12,0.0
2021-08-13,0.0
2021-08-14,0.0
2021-08-15,0.0
2021-08-16,0.0
2021-08-17,0.0
2021-08-18,0.0
2021-08-19,0.0
2021-08-20,0.0
2021-08-21,0.0
2021-08-22,0.0
2021-08-23,0.0
2021-08-24,0.0
2021-08-25,0.0
2021-08-26,0.0
2021-08-27,0.0
2021-08-28,0.0
2021-08-29,0.0
2021-08-30,0.0
2021-08-31,0.0
2021-09-01,0.0
2021-09-02,0.0
2021-09-03,0.0
2021-09-04,0.0
2021-09-05,0.0
2021-09-06,0.0
2021-09-07,0.0
2021-09-08,0.0
2021-09-09,0.0
2021-09-10,0.0
2021-09-11,0.0
2021-09-12,0.0
2021-09-13,0.0
2021-09-14,0.0
2021-09-15,0.0
2021-09-16,0.0
2021-09-17,0.0
2021-09-18,0.0
2021-09-19,0.0
2021-09-20,0.0
2021-09-21,0.0
2021-09-22,0.0
2021-09-23,0.0
2021-09-24,0.0
2021-09-25,0.0
2021-09-26,0.0
2021-09-27,0.0
2021-09-28,0.0
2021-09-29,0.0
2021-09-30,0.0
2021-10-01,0.0
2021-10-02,0.0
2021-10-03,0.0
2021-10-04,0.0
2021-10-05,0.0
2021-10-06,0.0
2021-10-07,0.0
2021-10-08,0.0
2021-10-09,0.0
2021-10-10,0.0
2021-10-11,0.0
2021-10-12,0.0
2021-10-13,0.0
2021-10-14,0.0
2021-10-15,0.0
2021-10-16,0.0
2021-10-17,0.0
2021-10-18,0.0
2021-10-19,0.0
2021-10-20,0.0
2021-10-21,0.0
2021-10-22,0.0
2021-10-23,0.0
2021-10-24,0.0
2021-10-25,0.0
2021-10-26,0.0
2021-10-27,0.0
2021-10-28,0.0
2021-10-29,0.0
2021-10-30,0.0
2021-10-31,0.0
2021-11-01,0.0
2021-11-02,0.0
2021-11-03,0.0
2021-11-04,0.0
2021-11-05,0.0
2021-11-06,0.0
2021-11-07,0.0
2021-11-08,0.0
2021-11-09,0.0
2021-11-10,0.0
2021-11-11,0.0
2021-11-12,0.0
2021-11-13,0.0
2021-11-14,0.0
2021-11-15,0.0
2021-11-16,0.0
2021-11-17,0.0
2021-11-18,0.0
2021-11-19,0.0
2021-11-20,0.0
2021-11-21,0.0
2021-11-22,0.0
2021-11-23,0.0
2021-11-24,0.0
2021-11-25,0.0
2021-11-26,0.0
2021-11-27,0.0
2021-11-28,0.0
2021-11-29,0.0
2021-11-30,0.0
2021-12-01,0.0
2021-12-02,0.0
2021-12-03,0.0
2021-12-04,0.0
2021-12-05,0.0
2021-12-06,0.0
2021-12-07,0.0
2021-12-08,0.0
2021-12-09,0.0
2021-12-10,0.0
2021-12-11,0.0
2021-12-12,0.0
2021-12-13,0.0
2021-12-14,0.0
2021-12-15,0.0
2021-12-16,0.0
2021-12-17,0.0
2021-12-18,0.0
2021-12-19,0.0
2021-12-20,0.0
2021-12-21,0.0
2021-12-22,0.0
2021-12-23,0.0
2021-12-24,0.0
2021-12-25,0.0
2021-12-26,0.0
2021-12-27,0.0
2021-12-28,0.0
2021-12-29,0.0
2021-12-30,0.0
2021-12-31,0.0
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-19,0.0
2022-02-20,0.0
2022-02-21,0.0
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,0.0
2022-02-25,0.0
2022-02-26,0.0
2022-02-27,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,0.0
2022-03-08,0.0
2022-03-09,0.0
2022-03-10,0.0
2022-03-11,0.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,0.0
2022-03-15,0.0
2022-03-16,0.0
2022-03-17,0.0
2022-03-18,0.0
2022-03-19,0.0
2022-03-20,0.0
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,0.0
2022-03-24,0.0
2022-03-25,-0.0001981805800277403
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,-0.00018575764709027887
2022-03-31,-0.003603584614758404
2022-04-01,0.0
2022-04-02,-0.0017595036164064215
2022-04-03,0.0
2022-04-04,-0.00046054974185860686
2022-04-05,-0.0023220608055691816
2022-04-06,-0.00910309660805475
2022-04-07,-0.005921579401309884
2022-04-08,-0.008587459371370731
2022-04-09,-0.006970976106144611
2022-04-10,-0.00897584049244149
2022-04-11,-0.011074433665330008
2022-04-12,-0.011074433665330008
2022-04-13,-0.011074433665330008
2022-04-14,-0.011074433665330008
2022-04-15,-0.011074433665330008
2022-04-16,-0.011074433665330008
2022-04-17,-0.011074433665330008
2022-04-18,-0.011074433665330008
2022-04-19,-0.011074433665330008
2022-04-20,-0.011074433665330008
2022-04-21,-0.011074433665330008
2022-04-22,-0.011074433665330008
2022-04-23,-0.011074433665330008
2022-04-24,-0.011074433665330008
2022-04-25,-0.011074433665330008
2022-04-26,-0.011074433665330008
2022-04-27,-0.011074433665330008
2022-04-28,-0.011074433665330008
2022-04-29,-0.011074433665330008
2022-04-30,-0.011074433665330008
2022-05-01,-0.011074433665330008
2022-05-02,-0.011074433665330008
2022-05-03,-0.011074433665330008
2022-05-04,-0.011074433665330008
2022-05-05,-0.011074433665330008
2022-05-06,-0.011074433665330008
2022-05-07,-0.011074433665330008
2022-05-08,-0.011074433665330008
2022-05-09,-0.011074433665330008
2022-05-10,-0.011074433665330008
2022-05-11,-0.011074433665330008
2022-05-12,-0.011074433665330008
2022-05-13,-0.011074433665330008
2022-05-14,-0.011074433665330008
2022-05-15,-0.011074433665330008
2022-05-16,-0.011074433665330008
2022-05-17,-0.011074433665330008
2022-05-18,-0.011074433665330008
2022-05-19,-0.011074433665330008
2022-05-20,-0.011074433665330008
2022-05-21,-0.011074433665330008
2022-05-22,-0.011074433665330008
2022-05-23,-0.011074433665330008
2022-05-24,-0.011074433665330008
2022-05-25,-0.011074433665330008
2022-05-26,-0.011074433665330008
2022-05-27,-0.011074433665330008
2022-05-28,-0.011074433665330008
2022-05-29,-0.011074433665330008
2022-05-30,-0.011074433665330008
2022-05-31,-0.011074433665330008
2022-06-01,-0.011074433665330008
2022-06-02,-0.011074433665330008
2022-06-03,-0.011074433665330008
2022-06-04,-0.011074433665330008
2022-06-05,-0.011074433665330008
2022-06-06,-0.011074433665330008
2022-06-07,-0.011074433665330008
2022-06-08,-0.011074433665330008
2022-06-09,-0.011074433665330008
2022-06-10,-0.011074433665330008
2022-06-11,-0.011074433665330008
2022-06-12,-0.011074433665330008
2022-06-13,-0.011074433665330008
2022-06-14,-0.011074433665330008
2022-06-15,-0.011074433665330008
2022-06-16,-0.011074433665330008
2022-06-17,-0.011074433665330008
2022-06-18,-0.011074433665330008
2022-06-19,-0.011074433665330008
2022-06-20,-0.011074433665330008
2022-06-21,-0.011074433665330008
2022-06-22,-0.011074433665330008
2022-06-23,-0.011074433665330008
2022-06-24,-0.011074433665330008
2022-06-25,-0.011074433665330008
2022-06-26,-0.011074433665330008
2022-06-27,-0.011074433665330008
2022-06-28,-0.011074433665330008
2022-06-29,-0.011074433665330008
2022-06-30,-0.011074433665330008
2022-07-01,-0.011074433665330008
2022-07-02,-0.011074433665330008
2022-07-03,-0.011074433665330008
2022-07-04,-0.011074433665330008
2022-07-05,-0.011074433665330008
2022-07-06,-0.011074433665330008
2022-07-07,-0.011074433665330008
2022-07-08,-0.011074433665330008
2022-07-09,-0.011074433665330008
2022-07-10,-0.011074433665330008
2022-07-11,-0.011074433665330008
2022-07-12,-0.011074433665330008
2022-07-13,-0.011074433665330008
2022-07-14,-0.011074433665330008
2022-07-15,-0.011074433665330008
2022-07-16,-0.011074433665330008
2022-07-17,-0.011074433665330008
2022-07-18,-0.011074433665330008
2022-07-19,-0.01026169211827277
2022-07-20,-0.012257169783186472
2022-07-21,-0.010837310675459455
2022-07-22,-0.011451303803125312
2022-07-23,-0.012065296930791058
2022-07-24,-0.011643176655520726
2022-07-25,-0.014866640575766144
2022-07-26,-0.013945650884267469
2022-07-27,-0.009686073561086084
2022-07-28,-0.008611585587671056
2022-07-29,-0.005669122445178254
2022-07-30,-0.006503769353099043
2022-07-31,-0.007136949766004319
2022-08-01,-0.0071657306938637255
2022-08-02,-0.007079387910285728
2022-08-03,-0.005107894351921383
2022-08-04,-0.0030500580099789287
2022-08-05,-0.002516843760081988
2022-08-06,-0.002583999258420455
2022-08-07,-0.0018548824193173052
2022-08-08,-0.0016534159243019042
2022-08-09,-0.001701384137400841
2022-08-10,-0.0012792638621306196
2022-08-11,-0.001778133278359073
2022-08-12,-0.001365606645708617
2022-08-13,-0.001710977780020606
2022-08-14,-0.0023537518355457587
2022-08-15,-0.002171472625769999
2022-08-16,-0.002497656474842458
2022-08-17,-0.003380271595861961
2022-08-18,-0.004224512146402515
2022-08-19,-0.006047304244160334
2022-08-20,-0.0056059966836503605
2022-08-21,-0.0038599537268509954
2022-08-22,-0.004042232936626644
2022-08-23,-0.004109388434965111
2022-08-24,-0.004387604070938744
2022-08-25,-0.00392710922518924
2022-08-26,-0.0059993360310613975
2022-08-27,-0.006162427955597516
2022-08-28,-0.00629673895227445
2022-08-29,-0.005394936546015416
2022-08-30,-0.0058074631786657616
2022-08-31,-0.006037710601540458
2022-09-01,-0.006124053385118344
2022-09-02,-0.0062008025260766875
2022-09-03,-0.006172021598217281
2022-09-04,-0.006047304244160334
2022-09-05,-0.006258364381795278
2022-09-06,-0.006914633173836671
2022-09-07,-0.006914633173836671
2022-09-08,-0.006914633173836671
2022-09-09,-0.006914633173836671
2022-09-10,-0.006914633173836671
2022-09-11,-0.006914633173836671
2022-09-12,-0.006914633173836671
2022-09-13,-0.006914633173836671
2022-09-14,-0.006914633173836671
2022-09-15,-0.006914633173836671
2022-09-16,-0.006914633173836671
2022-09-17,-0.006914633173836671
2022-09-18,-0.006914633173836671
2022-09-19,-0.006914633173836671
2022-09-20,-0.006914633173836671
2022-09-21,-0.006914633173836671
2022-09-22,-0.006914633173836671
2022-09-23,-0.006914633173836671
2022-09-24,-0.006914633173836671
2022-09-25,-0.006914633173836671
2022-09-26,-0.006914633173836671
2022-09-27,-0.006914633173836671
2022-09-28,-0.006914633173836671
2022-09-29,-0.006914633173836671
2022-09-30,-0.006914633173836671
2022-10-01,-0.006914633173836671
2022-10-02,-0.006914633173836671
2022-10-03,-0.006914633173836671
2022-10-04,-0.006914633173836671
2022-10-05,-0.006914633173836671
2022-10-06,-0.006914633173836671
2022-10-07,-0.006914633173836671
2022-10-08,-0.006914633173836671
2022-10-09,-0.006914633173836671
2022-10-10,-0.006914633173836671
2022-10-11,-0.006914633173836671
2022-10-12,-0.006914633173836671
2022-10-13,-0.006914633173836671
2022-10-14,-0.006914633173836671
2022-10-15,-0.006914633173836671
2022-10-16,-0.006914633173836671
2022-10-17,-0.006914633173836671
2022-10-18,-0.006914633173836671
2022-10-19,-0.006914633173836671
2022-10-20,-0.006914633173836671
2022-10-21,-0.006914633173836671
2022-10-22,-0.006914633173836671
2022-10-23,-0.006914633173836671
2022-10-24,-0.006914633173836671
2022-10-25,-0.006914633173836671
2022-10-26,-0.0026812442515475876
2022-10-27,-0.006394688323422049
2022-10-28,-0.004753883507245815
2022-10-29,0.0
2022-10-30,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-05,-0.001978174269100186
2022-11-06,-0.010557431504529702
2022-11-07,-0.011271929165030503
2022-11-08,-0.023748523241346353
2022-11-09,-0.03345043441796636
2022-11-10,-0.03345043441796636
2022-11-11,-0.03345043441796636
2022-11-12,-0.03345043441796636
2022-11-13,-0.03345043441796636
2022-11-14,-0.03345043441796636
2022-11-15,-0.03345043441796636
2022-11-16,-0.03345043441796636
2022-11-17,-0.03345043441796636
2022-11-18,-0.03345043441796636
2022-11-19,-0.03345043441796636
2022-11-20,-0.03345043441796636
2022-11-21,-0.03345043441796636
2022-11-22,-0.03345043441796636
2022-11-23,-0.03345043441796636
2022-11-24,-0.03345043441796636
2022-11-25,-0.03345043441796636
2022-11-26,-0.03345043441796636
2022-11-27,-0.03345043441796636
2022-11-28,-0.03345043441796636
2022-11-29,-0.03345043441796636
2022-11-30,-0.03345043441796636
2022-12-01,-0.03345043441796636
2022-12-02,-0.03345043441796636
2022-12-03,-0.03345043441796636
2022-12-04,-0.03345043441796636
2022-12-05,-0.03345043441796636
2022-12-06,-0.03345043441796636
2022-12-07,-0.03345043441796636
2022-12-08,-0.03345043441796636
2022-12-09,-0.03345043441796636
2022-12-10,-0.03345043441796636
2022-12-11,-0.03345043441796636
2022-12-12,-0.03345043441796636
2022-12-13,-0.03345043441796636
2022-12-14,-0.034091073488221935
2022-12-15,-0.03588930982742511
2022-12-16,-0.03828318224587646
2022-12-17,-0.03828318224587646
2022-12-18,-0.03828318224587646
2022-12-19,-0.03828318224587646
2022-12-20,-0.03828318224587646
2022-12-21,-0.03828318224587646
2022-12-22,-0.03828318224587646
2022-12-23,-0.03828318224587646
2022-12-24,-0.03828318224587646
2022-12-25,-0.03828318224587646
2022-12-26,-0.03828318224587646
2022-12-27,-0.03828318224587646
2022-12-28,-0.03828318224587646
2022-12-29,-0.03828318224587646
2022-12-30,-0.03828318224587646
2022-12-31,-0.03828318224587646
2023-01-01,-0.03828318224587646
2023-01-02,-0.03828318224587646
2023-01-03,-0.03828318224587646
2023-01-04,-0.03828318224587646
2023-01-05,-0.03828318224587646
2023-01-06,-0.03828318224587646
2023-01-07,-0.038733394018102385
2023-01-08,-0.03404598631171274
2023-01-09,-0.030348471338071614
2023-01-10,-0.027064361659799197
2023-01-11,-0.013516989092418497
2023-01-12,-0.0019298845410645749
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,-0.0018992168299230006
2023-01-16,-0.003405199807458792
2023-01-17,-0.003204495009388242
2023-01-18,-0.015037559134543077
2023-01-19,-0.008211818066398147
2023-01-20,0.0
2023-01-21,-0.0028160755509324398
2023-01-22,-0.0015171020278711422
2023-01-23,0.0
2023-01-24,-0.010862701616657366
2023-01-25,-0.002432766420358945
2023-01-26,-0.0018969241440502937
2023-01-27,0.0
2023-01-28,-0.004021472466081644
2023-01-29,0.0
2023-01-30,-0.013094812740803263
2023-01-31,-0.007670794180816398
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,-0.0020359448697017113
2023-02-05,-0.008111172316514814
2023-02-06,-0.012551466511509957
2023-02-07,-0.001107036847508125
2023-02-08,-0.006473762350566736
2023-02-09,-0.026269349246161422
2023-02-10,-0.027821545470742115
2023-02-11,-0.026181775893516
2023-02-12,-0.02714717169862524
2023-02-13,-0.03036007244864103
2023-02-14,-0.028254190375359034
2023-02-15,-0.02318701043573146
2023-02-16,-0.02665676234117842
2023-02-17,-0.01894443445103744
2023-02-18,-0.019486314275695693
2023-02-19,-0.018611116036189368
2023-02-20,-0.018229625331822596
2023-02-21,-0.021143268052486563
2023-02-22,-0.02117764908630959
2023-02-23,-0.022092909038072372
2023-02-24,-0.026648471102176052
2023-02-25,-0.026683598494284255
2023-02-26,-0.024919362206868634
2023-02-27,-0.02613544971172277
2023-02-28,-0.02797098523326247
2023-03-01,-0.025323312536963072
2023-03-02,-0.02757113592184879
2023-03-03,-0.033736936238549786
2023-03-04,-0.033736936238549786
2023-03-05,-0.033736936238549786
2023-03-06,-0.033736936238549786
2023-03-07,-0.033736936238549786
2023-03-08,-0.033736936238549786
2023-03-09,-0.033736936238549786
2023-03-10,-0.033736936238549786
2023-03-11,-0.033736936238549786
2023-03-12,-0.033736936238549786
2023-03-13,-0.033736936238549786
2023-03-14,-0.033736936238549786
2023-03-15,-0.033736936238549786
2023-03-16,-0.033736936238549786
2023-03-17,-0.0323793671158511
2023-03-18,-0.03354885355910764
2023-03-19,-0.03270504688485931
2023-03-20,-0.03332679917114756
2023-03-21,-0.03304553027973145
2023-03-22,-0.03501441251964443
2023-03-23,-0.033785711572931754
2023-03-24,-0.034866376261004306
2023-03-25,-0.03482196538341231
2023-03-26,-0.03390414057984381
2023-03-27,-0.036568793235364994
2023-03-28,-0.03618389896290086
2023-03-29,-0.0361098808335808
2023-03-30,-0.03571018293525263
2023-03-31,-0.03563616480593268
2023-04-01,-0.03593223732321282
2023-04-02,-0.0361098808335808
2023-04-03,-0.03683525850091718
2023-04-04,-0.036539185983637035
2023-04-05,-0.03608027358185273
2023-04-06,-0.036317131595676955
2023-04-07,-0.0366132041129571
2023-04-08,-0.03658359686122903
2023-04-09,-0.03624311346635689
2023-04-10,-0.035399306792108454
2023-04-11,-0.034836769009276236
2023-04-12,-0.03519205603001241
2023-04-13,-0.034481481988540064
2023-04-14,-0.02860541182481635
2023-04-15,-0.02439228122912418
2023-04-16,-0.017091233555289853
2023-04-17,-0.02170347358124214
2023-04-18,-0.012763947286836719
2023-04-19,-0.040000362990263216
2023-04-20,-0.04672800264977961
2023-04-21,-0.05446612293319408
2023-04-22,-0.05283772408815335
2023-04-23,-0.05305977847611354
2023-04-24,-0.052985760346793476
2023-04-25,-0.05191989928458496
2023-04-26,-0.05307458210197746
2023-04-27,-0.05303017122438547
2023-04-28,-0.05403681778313796
2023-04-29,-0.05436249755214595
2023-04-30,-0.05205313191736105
2023-05-01,-0.05338545824512153
2023-05-02,-0.0544217120556022
2023-05-03,-0.05377035251758577
2023-05-04,-0.05408122866072995
2023-05-05,-0.053681530762401786
2023-05-06,-0.05436249755214595
2023-05-07,-0.05449573018492204
2023-05-08,-0.05556159124713056
2023-05-09,-0.05581325288681871
2023-05-10,-0.055487573117810496
2023-05-11,-0.056494219676562984
2023-05-12,-0.05634618341792286
2023-05-13,-0.056020503648914866
2023-05-14,-0.05581325288681871
2023-05-15,-0.05562080575058659
2023-05-16,-0.05591687826786673
2023-05-17,-0.055487573117810496
2023-05-18,-0.058025598764140374
2023-05-19,-0.05738980371537872
2023-05-20,-0.05682361220534393
2023-05-21,-0.05756711798983094
2023-05-22,-0.05786708714473454
2023-05-23,-0.05675956754988387
2023-05-24,-0.061435135292468024
2023-05-25,-0.061657189680428215
2023-05-26,-0.061316706285555966
2023-05-27,-0.06122788453037198
2023-05-28,-0.060236041597483525
2023-05-29,-0.06060613224408373
2023-05-30,-0.056904997096136056
2023-05-31,-0.057998699455874325
2023-06-01,-0.05931051004875454
2023-06-02,-0.05714362106415871
2023-06-03,-0.05780383227758035
2023-06-04,-0.0562959117671431
2023-06-05,-0.06489507491337243
2023-06-06,-0.06275236444498133
2023-06-07,-0.06394616027737066
2023-06-08,-0.06340538096868154
2023-06-09,-0.06193609379035625
2023-06-10,-0.06852743397061378
2023-06-11,-0.06852743397061378
2023-06-12,-0.06852743397061378
2023-06-13,-0.06852743397061378
2023-06-14,-0.06852743397061378
2023-06-15,-0.06852743397061378
2023-06-16,-0.06852743397061378
2023-06-17,-0.06852743397061378
2023-06-18,-0.06852743397061378
2023-06-19,-0.06852743397061378
2023-06-20,-0.06852743397061378
2023-06-21,-0.06852743397061378
2023-06-22,-0.06852743397061378
2023-06-23,-0.06852743397061378
2023-06-24,-0.06852743397061378
2023-06-25,-0.06852743397061378
2023-06-26,-0.06852743397061378
2023-06-27,-0.06852743397061378
2023-06-28,-0.06852743397061378
2023-06-29,-0.06852743397061378
2023-06-30,-0.06852743397061378
2023-07-01,-0.06852743397061378
2023-07-02,-0.06852743397061378
2023-07-03,-0.06852743397061378
2023-07-04,-0.06852743397061378
2023-07-05,-0.06852743397061378
2023-07-06,-0.06852743397061378
2023-07-07,-0.06852743397061378
2023-07-08,-0.06852743397061378
2023-07-09,-0.06852743397061378
2023-07-10,-0.06852743397061378
2023-07-11,-0.06852743397061378
2023-07-12,-0.06852743397061378
2023-07-13,-0.06852743397061378
2023-07-14,-0.07417372288160207
2023-07-15,-0.07392575073971619
2023-07-16,-0.07848134315639244
2023-07-17,-0.07586609238631314
2023-07-18,-0.07929326109395507
2023-07-19,-0.07926682545877606
2023-07-20,-0.0706173278914336
2023-07-21,-0.0717474512953391
2023-07-22,-0.07299653505755044
2023-07-23,-0.07295192492318558
2023-07-24,-0.07445875612839281
2023-07-25,-0.07542035235803168
2023-07-26,-0.07368551379940491
2023-07-27,-0.0724612134451742
2023-07-28,-0.07354672671471485
2023-07-29,-0.07318984563979736
2023-07-30,-0.07461241325787127
2023-07-31,-0.07465206671063984
2023-08-01,-0.07290908345510916
2023-08-02,-0.07879811879246679
2023-08-03,-0.08042419220528185
2023-08-04,-0.08097759140187044
2023-08-05,-0.08169018527392213
2023-08-06,-0.08169018527392213
2023-08-07,-0.08169018527392213
2023-08-08,-0.08169018527392213
2023-08-09,-0.08169018527392213
2023-08-10,-0.08169018527392213
2023-08-11,-0.08169018527392213
2023-08-12,-0.08169018527392213
2023-08-13,-0.08169018527392213
2023-08-14,-0.08169018527392213
2023-08-15,-0.08169018527392213
2023-08-16,-0.08169018527392213
2023-08-17,-0.08169018527392213
2023-08-18,-0.08169018527392213
2023-08-19,-0.08169018527392213
2023-08-20,-0.08169018527392213
2023-08-21,-0.08169018527392213
2023-08-22,-0.08169018527392213
2023-08-23,-0.08169018527392213
2023-08-24,-0.08169018527392213
2023-08-25,-0.08169018527392213
2023-08-26,-0.08169018527392213
2023-08-27,-0.08169018527392213
2023-08-28,-0.08169018527392213
2023-08-29,-0.08169018527392213
2023-08-30,-0.08169018527392213
2023-08-31,-0.08169018527392213
2023-09-01,-0.08169018527392213
2023-09-02,-0.08169018527392213
2023-09-03,-0.08169018527392213
2023-09-04,-0.08169018527392213
2023-09-05,-0.08169018527392213
2023-09-06,-0.08169018527392213
2023-09-07,-0.08169018527392213
2023-09-08,-0.08169018527392213
2023-09-09,-0.08169018527392213
2023-09-10,-0.08169018527392213
2023-09-11,-0.08169018527392213
2023-09-12,-0.08169018527392213
2023-09-13,-0.08169018527392213
2023-09-14,-0.08169018527392213
