timestamp,symbol,open,high,low,close,volume
2021-01-01,BTC,20061.37178150198,20214.709332214985,19832.702237524332,19981.054733166373,1535882.0043066891
2021-01-02,BTC,20012.02254109527,20158.971113588468,19762.481809545978,19940.660402676054,1433645.683662386
2021-01-03,BTC,19962.833618671044,20219.112920498395,19697.801952144717,20198.987151607562,1123801.9611496455
2021-01-04,BTC,20366.890950043882,20859.741813020846,20226.699380558948,20522.137704680023,1396680.4746507802
2021-01-05,BTC,20516.484463544984,20955.513151377087,20397.718099711823,20704.45405973568,1144255.0833574377
2021-01-06,BTC,20776.409255446273,21355.514371409878,20649.43289830771,21133.00205288996,1581600.1636624662
2021-01-07,BTC,21039.232907171583,21185.155134053013,20560.29221767095,20735.881450149544,1059601.1699662327
2021-01-08,BTC,20916.6517982684,21242.026441511614,20688.492177984357,21150.668580106092,1585561.8635076387
2021-01-09,BTC,21181.72944698548,21426.571469161674,20735.515817284,20767.732475152916,1244096.510722153
2021-01-10,BTC,20699.177724133813,21027.593097970377,20078.158516391515,20144.395738951815,1287937.7648901867
2021-01-11,BTC,20136.868193851155,20395.967609283798,19872.28526340648,20391.64335622981,1151984.534660505
2021-01-12,BTC,20394.041132279155,20475.28875610969,20217.891036034507,20250.176288431252,1573025.940277384
2021-01-13,BTC,20175.84693262247,20610.576090918672,20121.855132911645,20481.872334986583,1579895.2042824924
2021-01-14,BTC,20545.79431381553,20862.10596558717,19452.050005893958,19590.538982937982,1664152.2054746745
2021-01-15,BTC,19658.537385284955,20403.907993020326,19587.940153997042,20355.062769982036,3279464.6158974865
2021-01-16,BTC,20472.809459515327,20644.227833599143,20181.875175837107,20346.033321068382,1461695.2862997658
2021-01-17,BTC,20399.058682282048,20882.867459471374,20152.329150122423,20502.262950991535,1129340.2220186843
2021-01-18,BTC,20624.751748910432,20845.42778282914,20450.698195077046,20605.622229198758,1449187.4009493308
2021-01-19,BTC,20527.278001870232,20815.764704084355,19482.121691606633,19483.2141400231,1278421.064513897
2021-01-20,BTC,19539.13588665802,19935.201365448676,19096.40359840321,19108.534186954435,1150920.905791109
2021-01-21,BTC,19183.03809324907,19489.22669451923,18900.504530677907,19301.569838486255,1589123.5037322557
2021-01-22,BTC,19312.02576780761,19388.707482305654,19048.415320420256,19266.908612405765,1566341.223706392
2021-01-23,BTC,19215.486071219104,19888.3290653317,19055.492957541912,19874.018959290006,1676200.0824495014
2021-01-24,BTC,19959.08845251391,21152.504154560833,19938.988472329624,20916.39253892298,3236171.618153819
2021-01-25,BTC,20995.64742071968,21326.793749721153,20251.170918398107,20524.03824808993,1062247.8216186874
2021-01-26,BTC,20558.64385061967,21064.765422798657,20293.77031520272,20817.784656662905,1052575.603890267
2021-01-27,BTC,20817.889512905633,21335.24887639135,20571.626565438415,21049.317176126355,1025500.8866661456
2021-01-28,BTC,20925.567538019237,21613.009191595287,20673.125515219563,21362.58234541192,1347389.5460537015
2021-01-29,BTC,21412.03578256985,21840.786268815325,21073.663656951707,21154.54589210174,1465989.4591599337
2021-01-30,BTC,21159.999983088463,21443.57526475046,20611.352330207133,20856.26104451245,1264756.8917171801
2021-01-31,BTC,20790.932810574446,21345.83308661791,20566.89669787592,20854.086974651156,1528257.3950421247
2021-02-01,BTC,20978.80581932533,21633.37443571897,20768.258398775586,21287.50539779167,1978501.2427189727
2021-02-02,BTC,21138.250744717585,21763.503181055345,20847.22930962802,21577.93726090767,1167042.0345343363
2021-02-03,BTC,21419.77524617277,21633.421336255728,21313.22870631919,21411.772143182316,1223041.673103185
2021-02-04,BTC,21067.107330370818,21875.474600213533,21029.98112760838,21540.89971430828,1818332.943325373
2021-02-05,BTC,21448.40124861003,21521.540099547172,21135.951481361724,21316.751730873093,1028980.1507413654
2021-02-06,BTC,21334.833946289255,21832.63970679002,20979.261623643968,21649.289455969432,1956515.0763413378
2021-02-07,BTC,21748.727546851598,22268.53000387685,20258.100237920426,20422.81000937019,1364635.885361866
2021-02-08,BTC,20509.199184142235,20721.12756463325,20213.419069822965,20462.928188866998,1624066.397437818
2021-02-09,BTC,20325.033772874212,21004.056656637957,20123.092163893296,20996.85263085522,1799643.7448496602
2021-02-10,BTC,21090.90484181214,22019.403921181027,20999.975380446693,21633.495921896647,1750140.4598304585
2021-02-11,BTC,21644.69585787424,21867.923275600555,21077.98927183378,21176.235337121278,1800823.5688966908
2021-02-12,BTC,21153.640124566533,21604.05027101076,20814.480455690766,21543.04415903822,1724798.665634215
2021-02-13,BTC,21602.089632317107,21960.105036120538,21213.101709704228,21597.971668203267,1806501.9820321961
2021-02-14,BTC,21790.715472471555,22659.349235622376,21614.27872663273,22264.960722793112,1350407.5121575028
2021-02-15,BTC,22243.653499380263,22797.378476711023,21588.868072087807,21811.08935879506,1649674.6696738307
2021-02-16,BTC,21760.418986684395,21806.62808707516,20092.45448369669,20359.03397776873,1826155.251815221
2021-02-17,BTC,20449.31118815972,20609.080488859272,20141.004254956126,20397.49757011036,1586437.1681659617
2021-02-18,BTC,20524.818925375548,20893.216531125552,19996.441034662927,20343.283126662594,1353784.023953259
2021-02-19,BTC,20385.255583982034,20674.09872547043,19463.334010291106,19581.697422670077,1917721.084342664
2021-02-20,BTC,19580.197772923042,19733.838026358993,18660.96532366261,18827.722696315846,1440124.9123849433
